record_id,region,period,product,revenue,unit,scope,status
R15-202510-B,区域15,2025-10,试点业务,20,万元,合并经营收入,synthetic
R15-202511-A,区域15,2025-11,核心业务,191,万元,合并经营收入,synthetic
R15-202511-B,区域15,2025-11,试点业务,20,万元,合并经营收入,synthetic
R15-202512-A,区域15,2025-12,核心业务,194,万元,合并经营收入,synthetic
R15-202512-B,区域15,2025-12,试点业务,20,万元,合并经营收入,synthetic
R16-202401-A,区域16,2024-01,核心业务,175,万元,合并经营收入,synthetic
R16-202401-B,区域16,2024-01,试点业务,14,万元,合并经营收入,synthetic
R16-202402-A,区域16,2024-02,核心业务,178,万元,合并经营收入,synthetic
R16-202402-B,区域16,2024-02,试点业务,14,万元,合并经营收入,synthetic
R16-202403-A,区域16,2024-03,核心业务,181,万元,合并经营收入,synthetic
R16-202403-B,区域16,2024-03,试点业务,14,万元,合并经营收入,synthetic
R16-202404-A,区域16,2024-04,核心业务,184,万元,合并经营收入,synthetic
R16-202404-B,区域16,2024-04,试点业务,15,万元,合并经营收入,synthetic
R16-202405-A,区域16,2024-05,核心业务,187,万元,合并经营收入,synthetic
R16-202405-B,区域16,2024-05,试点业务,15,万元,合并经营收入,synthetic
R16-202406-A,区域16,2024-06,核心业务,190,万元,合并经营收入,synthetic
R16-202406-B,区域16,2024-06,试点业务,15,万元,合并经营收入,synthetic
R16-202407-A,区域16,2024-07,核心业务,193,万元,合并经营收入,synthetic
R16-202407-B,区域16,2024-07,试点业务,15,万元,合并经营收入,synthetic
R16-202408-A,区域16,2024-08,核心业务,196,万元,合并经营收入,synthetic
R16-202408-B,区域16,2024-08,试点业务,16,万元,合并经营收入,synthetic
R16-202409-A,区域16,2024-09,核心业务,199,万元,合并经营收入,synthetic
R16-202409-B,区域16,2024-09,试点业务,16,万元,合并经营收入,synthetic
R16-202410-A,区域16,2024-10,核心业务,202,万元,合并经营收入,synthetic
R16-202410-B,区域16,2024-10,试点业务,16,万元,合并经营收入,synthetic
R16-202411-A,区域16,2024-11,核心业务,205,万元,合并经营收入,synthetic
R16-202411-B,区域16,2024-11,试点业务,16,万元,合并经营收入,synthetic
R16-202412-A,区域16,2024-12,核心业务,208,万元,合并经营收入,synthetic
R16-202412-B,区域16,2024-12,试点业务,17,万元,合并经营收入,synthetic
R16-202501-A,区域16,2025-01,核心业务,175,万元,合并经营收入,synthetic
R16-202501-B,区域16,2025-01,试点业务,18,万元,合并经营收入,synthetic
R16-202502-A,区域16,2025-02,核心业务,178,万元,合并经营收入,synthetic
R16-202502-B,区域16,2025-02,试点业务,18,万元,合并经营收入,synthetic
R16-202503-A,区域16,2025-03,核心业务,181,万元,合并经营收入,synthetic
R16-202503-B,区域16,2025-03,试点业务,18,万元,合并经营收入,synthetic
R16-202504-A,区域16,2025-04,核心业务,184,万元,合并经营收入,synthetic
R16-202504-B,区域16,2025-04,试点业务,18,万元,合并经营收入,synthetic
R16-202505-A,区域16,2025-05,核心业务,187,万元,合并经营收入,synthetic
R16-202505-B,区域16,2025-05,试点业务,19,万元,合并经营收入,synthetic
R16-202506-A,区域16,2025-06,核心业务,190,万元,合并经营收入,synthetic
R16-202506-B,区域16,2025-06,试点业务,19,万元,合并经营收入,synthetic
R16-202507-A,区域16,2025-07,核心业务,193,万元,合并经营收入,synthetic
R16-202507-B,区域16,2025-07,试点业务,19,万元,合并经营收入,synthetic
R16-202508-A,区域16,2025-08,核心业务,196,万元,合并经营收入,synthetic
R16-202508-B,区域16,2025-08,试点业务,20,万元,合并经营收入,synthetic
R16-202509-A,区域16,2025-09,核心业务,199,万元,合并经营收入,synthetic
R16-202509-B,区域16,2025-09,试点业务,20,万元,合并经营收入,synthetic
R16-202510-A,区域16,2025-10,核心业务,202,万元,合并经营收入,synthetic
R16-202510-B,区域16,2025-10,试点业务,20,万元,合并经营收入,synthetic
R16-202511-A,区域16,2025-11,核心业务,205,万元,合并经营收入,synthetic
R16-202511-B,区域16,2025-11,试点业务,21,万元,合并经营收入,synthetic
R16-202512-A,区域16,2025-12,核心业务,208,万元,合并经营收入,synthetic
R16-202512-B,区域16,2025-12,试点业务,21,万元,合并经营收入,synthetic
R17-202401-A,区域17,2024-01,核心业务,182,万元,合并经营收入,synthetic
R17-202401-B,区域17,2024-01,试点业务,15,万元,合并经营收入,synthetic
R17-202402-A,区域17,2024-02,核心业务,185,万元,合并经营收入,synthetic
R17-202402-B,区域17,2024-02,试点业务,15,万元,合并经营收入,synthetic
R17-202403-A,区域17,2024-03,核心业务,188,万元,合并经营收入,synthetic
R17-202403-B,区域17,2024-03,试点业务,15,万元,合并经营收入,synthetic
R17-202404-A,区域17,2024-04,核心业务,191,万元,合并经营收入,synthetic
R17-202404-B,区域17,2024-04,试点业务,15,万元,合并经营收入,synthetic
R17-202405-A,区域17,2024-05,核心业务,194,万元,合并经营收入,synthetic
R17-202405-B,区域17,2024-05,试点业务,16,万元,合并经营收入,synthetic
R17-202406-A,区域17,2024-06,核心业务,197,万元,合并经营收入,synthetic
R17-202406-B,区域17,2024-06,试点业务,16,万元,合并经营收入,synthetic
R17-202407-A,区域17,2024-07,核心业务,200,万元,合并经营收入,synthetic
R17-202407-B,区域17,2024-07,试点业务,16,万元,合并经营收入,synthetic
R17-202408-A,区域17,2024-08,核心业务,203,万元,合并经营收入,synthetic
R17-202408-B,区域17,2024-08,试点业务,16,万元,合并经营收入,synthetic
R17-202409-A,区域17,2024-09,核心业务,206,万元,合并经营收入,synthetic
R17-202409-B,区域17,2024-09,试点业务,16,万元,合并经营收入,synthetic
R17-202410-A,区域17,2024-10,核心业务,209,万元,合并经营收入,synthetic
R17-202410-B,区域17,2024-10,试点业务,17,万元,合并经营收入,synthetic
R17-202411-A,区域17,2024-11,核心业务,212,万元,合并经营收入,synthetic
R17-202411-B,区域17,2024-11,试点业务,17,万元,合并经营收入,synthetic
R17-202412-A,区域17,2024-12,核心业务,215,万元,合并经营收入,synthetic
R17-202412-B,区域17,2024-12,试点业务,17,万元,合并经营收入,synthetic
R17-202501-A,区域17,2025-01,核心业务,188,万元,合并经营收入,synthetic
R17-202501-B,区域17,2025-01,试点业务,18,万元,合并经营收入,synthetic
R17-202502-A,区域17,2025-02,核心业务,191,万元,合并经营收入,synthetic
R17-202502-B,区域17,2025-02,试点业务,19,万元,合并经营收入,synthetic
R17-202503-A,区域17,2025-03,核心业务,195,万元,合并经营收入,synthetic
R17-202503-B,区域17,2025-03,试点业务,19,万元,合并经营收入,synthetic
R17-202504-A,区域17,2025-04,核心业务,198,万元,合并经营收入,synthetic
R17-202504-B,区域17,2025-04,试点业务,19,万元,合并经营收入,synthetic
R17-202505-A,区域17,2025-05,核心业务,201,万元,合并经营收入,synthetic
R17-202505-B,区域17,2025-05,试点业务,19,万元,合并经营收入,synthetic
R17-202506-A,区域17,2025-06,核心业务,204,万元,合并经营收入,synthetic
R17-202506-B,区域17,2025-06,试点业务,20,万元,合并经营收入,synthetic
R17-202507-A,区域17,2025-07,核心业务,207,万元,合并经营收入,synthetic
R17-202507-B,区域17,2025-07,试点业务,20,万元,合并经营收入,synthetic
R17-202508-A,区域17,2025-08,核心业务,210,万元,合并经营收入,synthetic
R17-202508-B,区域17,2025-08,试点业务,20,万元,合并经营收入,synthetic
R17-202509-A,区域17,2025-09,核心业务,213,万元,合并经营收入,synthetic
R17-202509-B,区域17,2025-09,试点业务,21,万元,合并经营收入,synthetic
R17-202510-A,区域17,2025-10,核心业务,216,万元,合并经营收入,synthetic
R17-202510-B,区域17,2025-10,试点业务,21,万元,合并经营收入,synthetic
R17-202511-A,区域17,2025-11,核心业务,219,万元,合并经营收入,synthetic
R17-202511-B,区域17,2025-11,试点业务,21,万元,合并经营收入,synthetic
R17-202512-A,区域17,2025-12,核心业务,223,万元,合并经营收入,synthetic
R17-202512-B,区域17,2025-12,试点业务,22,万元,合并经营收入,synthetic
R18-202401-A,区域18,2024-01,核心业务,189,万元,合并经营收入,synthetic
R18-202401-B,区域18,2024-01,试点业务,15,万元,合并经营收入,synthetic
R18-202402-A,区域18,2024-02,核心业务,192,万元,合并经营收入,synthetic
R18-202402-B,区域18,2024-02,试点业务,15,万元,合并经营收入,synthetic
R18-202403-A,区域18,2024-03,核心业务,195,万元,合并经营收入,synthetic
R18-202403-B,区域18,2024-03,试点业务,16,万元,合并经营收入,synthetic
R18-202404-A,区域18,2024-04,核心业务,198,万元,合并经营收入,synthetic
R18-202404-B,区域18,2024-04,试点业务,16,万元,合并经营收入,synthetic
R18-202405-A,区域18,2024-05,核心业务,201,万元,合并经营收入,synthetic
R18-202405-B,区域18,2024-05,试点业务,16,万元,合并经营收入,synthetic
R18-202406-A,区域18,2024-06,核心业务,204,万元,合并经营收入,synthetic
R18-202406-B,区域18,2024-06,试点业务,16,万元,合并经营收入,synthetic
R18-202407-A,区域18,2024-07,核心业务,207,万元,合并经营收入,synthetic
R18-202407-B,区域18,2024-07,试点业务,17,万元,合并经营收入,synthetic
R18-202408-A,区域18,2024-08,核心业务,210,万元,合并经营收入,synthetic
R18-202408-B,区域18,2024-08,试点业务,17,万元,合并经营收入,synthetic
R18-202409-A,区域18,2024-09,核心业务,213,万元,合并经营收入,synthetic
R18-202409-B,区域18,2024-09,试点业务,17,万元,合并经营收入,synthetic
R18-202410-A,区域18,2024-10,核心业务,216,万元,合并经营收入,synthetic
R18-202410-B,区域18,2024-10,试点业务,17,万元,合并经营收入,synthetic
R18-202411-A,区域18,2024-11,核心业务,219,万元,合并经营收入,synthetic
R18-202411-B,区域18,2024-11,试点业务,18,万元,合并经营收入,synthetic
R18-202412-A,区域18,2024-12,核心业务,222,万元,合并经营收入,synthetic
R18-202412-B,区域18,2024-12,试点业务,18,万元,合并经营收入,synthetic
R18-202501-A,区域18,2025-01,核心业务,202,万元,合并经营收入,synthetic
R18-202501-B,区域18,2025-01,试点业务,19,万元,合并经营收入,synthetic
R18-202502-A,区域18,2025-02,核心业务,205,万元,合并经营收入,synthetic
R18-202502-B,区域18,2025-02,试点业务,19,万元,合并经营收入,synthetic
R18-202503-A,区域18,2025-03,核心业务,209,万元,合并经营收入,synthetic
R18-202503-B,区域18,2025-03,试点业务,20,万元,合并经营收入,synthetic
R18-202504-A,区域18,2025-04,核心业务,212,万元,合并经营收入,synthetic
R18-202504-B,区域18,2025-04,试点业务,20,万元,合并经营收入,synthetic
R18-202505-A,区域18,2025-05,核心业务,215,万元,合并经营收入,synthetic
R18-202505-B,区域18,2025-05,试点业务,20,万元,合并经营收入,synthetic
R18-202506-A,区域18,2025-06,核心业务,218,万元,合并经营收入,synthetic
R18-202506-B,区域18,2025-06,试点业务,20,万元,合并经营收入,synthetic
R18-202507-A,区域18,2025-07,核心业务,221,万元,合并经营收入,synthetic
R18-202507-B,区域18,2025-07,试点业务,21,万元,合并经营收入,synthetic
R18-202508-A,区域18,2025-08,核心业务,225,万元,合并经营收入,synthetic
R18-202508-B,区域18,2025-08,试点业务,21,万元,合并经营收入,synthetic
R18-202509-A,区域18,2025-09,核心业务,228,万元,合并经营收入,synthetic
R18-202509-B,区域18,2025-09,试点业务,21,万元,合并经营收入,synthetic
R18-202510-A,区域18,2025-10,核心业务,231,万元,合并经营收入,synthetic
R18-202510-B,区域18,2025-10,试点业务,22,万元,合并经营收入,synthetic
R18-202511-A,区域18,2025-11,核心业务,234,万元,合并经营收入,synthetic
R18-202511-B,区域18,2025-11,试点业务,22,万元,合并经营收入,synthetic
R18-202512-A,区域18,2025-12,核心业务,238,万元,合并经营收入,synthetic
R18-202512-B,区域18,2025-12,试点业务,22,万元,合并经营收入,synthetic
R19-202401-A,区域19,2024-01,核心业务,196,万元,合并经营收入,synthetic
R19-202401-B,区域19,2024-01,试点业务,16,万元,合并经营收入,synthetic
R19-202402-A,区域19,2024-02,核心业务,199,万元,合并经营收入,synthetic
R19-202402-B,区域19,2024-02,试点业务,16,万元,合并经营收入,synthetic
R19-202403-A,区域19,2024-03,核心业务,202,万元,合并经营收入,synthetic
R19-202403-B,区域19,2024-03,试点业务,16,万元,合并经营收入,synthetic
R19-202404-A,区域19,2024-04,核心业务,205,万元,合并经营收入,synthetic
R19-202404-B,区域19,2024-04,试点业务,16,万元,合并经营收入,synthetic
R19-202405-A,区域19,2024-05,核心业务,208,万元,合并经营收入,synthetic
R19-202405-B,区域19,2024-05,试点业务,17,万元,合并经营收入,synthetic
R19-202406-A,区域19,2024-06,核心业务,211,万元,合并经营收入,synthetic
R19-202406-B,区域19,2024-06,试点业务,17,万元,合并经营收入,synthetic
R19-202407-A,区域19,2024-07,核心业务,214,万元,合并经营收入,synthetic
R19-202407-B,区域19,2024-07,试点业务,17,万元,合并经营收入,synthetic
R19-202408-A,区域19,2024-08,核心业务,217,万元,合并经营收入,synthetic
R19-202408-B,区域19,2024-08,试点业务,17,万元,合并经营收入,synthetic
R19-202409-A,区域19,2024-09,核心业务,220,万元,合并经营收入,synthetic
R19-202409-B,区域19,2024-09,试点业务,18,万元,合并经营收入,synthetic
R19-202410-A,区域19,2024-10,核心业务,223,万元,合并经营收入,synthetic
R19-202410-B,区域19,2024-10,试点业务,18,万元,合并经营收入,synthetic
R19-202411-A,区域19,2024-11,核心业务,226,万元,合并经营收入,synthetic
R19-202411-B,区域19,2024-11,试点业务,18,万元,合并经营收入,synthetic
R19-202412-A,区域19,2024-12,核心业务,229,万元,合并经营收入,synthetic
R19-202412-B,区域19,2024-12,试点业务,18,万元,合并经营收入,synthetic
R19-202501-A,区域19,2025-01,核心业务,217,万元,合并经营收入,synthetic
R19-202501-B,区域19,2025-01,试点业务,20,万元,合并经营收入,synthetic
R19-202502-A,区域19,2025-02,核心业务,220,万元,合并经营收入,synthetic
R19-202502-B,区域19,2025-02,试点业务,20,万元,合并经营收入,synthetic
R19-202503-A,区域19,2025-03,核心业务,223,万元,合并经营收入,synthetic
R19-202503-B,区域19,2025-03,试点业务,20,万元,合并经营收入,synthetic
R19-202504-A,区域19,2025-04,核心业务,227,万元,合并经营收入,synthetic
R19-202504-B,区域19,2025-04,试点业务,21,万元,合并经营收入,synthetic
R19-202505-A,区域19,2025-05,核心业务,230,万元,合并经营收入,synthetic
R19-202505-B,区域19,2025-05,试点业务,21,万元,合并经营收入,synthetic
R19-202506-A,区域19,2025-06,核心业务,233,万元,合并经营收入,synthetic
R19-202506-B,区域19,2025-06,试点业务,21,万元,合并经营收入,synthetic
R19-202507-A,区域19,2025-07,核心业务,236,万元,合并经营收入,synthetic
R19-202507-B,区域19,2025-07,试点业务,21,万元,合并经营收入,synthetic
R19-202508-A,区域19,2025-08,核心业务,240,万元,合并经营收入,synthetic
R19-202508-B,区域19,2025-08,试点业务,22,万元,合并经营收入,synthetic
R19-202509-A,区域19,2025-09,核心业务,243,万元,合并经营收入,synthetic
R19-202509-B,区域19,2025-09,试点业务,22,万元,合并经营收入,synthetic
R19-202510-A,区域19,2025-10,核心业务,246,万元,合并经营收入,synthetic
R19-202510-B,区域19,2025-10,试点业务,22,万元,合并经营收入,synthetic
R19-202511-A,区域19,2025-11,核心业务,250,万元,合并经营收入,synthetic
R19-202511-B,区域19,2025-11,试点业务,23,万元,合并经营收入,synthetic
R19-202512-A,区域19,2025-12,核心业务,253,万元,合并经营收入,synthetic
R19-202512-B,区域19,2025-12,试点业务,23,万元,合并经营收入,synthetic
R20-202401-A,区域20,2024-01,核心业务,203,万元,合并经营收入,synthetic
R20-202401-B,区域20,2024-01,试点业务,16,万元,合并经营收入,synthetic
R20-202402-A,区域20,2024-02,核心业务,206,万元,合并经营收入,synthetic
R20-202402-B,区域20,2024-02,试点业务,16,万元,合并经营收入,synthetic
R20-202403-A,区域20,2024-03,核心业务,209,万元,合并经营收入,synthetic
R20-202403-B,区域20,2024-03,试点业务,17,万元,合并经营收入,synthetic
R20-202404-A,区域20,2024-04,核心业务,212,万元,合并经营收入,synthetic
R20-202404-B,区域20,2024-04,试点业务,17,万元,合并经营收入,synthetic
R20-202405-A,区域20,2024-05,核心业务,215,万元,合并经营收入,synthetic
R20-202405-B,区域20,2024-05,试点业务,17,万元,合并经营收入,synthetic
R20-202406-A,区域20,2024-06,核心业务,218,万元,合并经营收入,synthetic
R20-202406-B,区域20,2024-06,试点业务,17,万元,合并经营收入,synthetic
R20-202407-A,区域20,2024-07,核心业务,221,万元,合并经营收入,synthetic
R20-202407-B,区域20,2024-07,试点业务,18,万元,合并经营收入,synthetic
R20-202408-A,区域20,2024-08,核心业务,224,万元,合并经营收入,synthetic
R20-202408-B,区域20,2024-08,试点业务,18,万元,合并经营收入,synthetic
R20-202409-A,区域20,2024-09,核心业务,227,万元,合并经营收入,synthetic
R20-202409-B,区域20,2024-09,试点业务,18,万元,合并经营收入,synthetic
R20-202410-A,区域20,2024-10,核心业务,230,万元,合并经营收入,synthetic
R20-202410-B,区域20,2024-10,试点业务,18,万元,合并经营收入,synthetic
R20-202411-A,区域20,2024-11,核心业务,233,万元,合并经营收入,synthetic
R20-202411-B,区域20,2024-11,试点业务,19,万元,合并经营收入,synthetic
R20-202412-A,区域20,2024-12,核心业务,236,万元,合并经营收入,synthetic
R20-202412-B,区域20,2024-12,试点业务,19,万元,合并经营收入,synthetic
R20-202501-A,区域20,2025-01,核心业务,231,万元,合并经营收入,synthetic
R20-202501-B,区域20,2025-01,试点业务,20,万元,合并经营收入,synthetic
R20-202502-A,区域20,2025-02,核心业务,235,万元,合并经营收入,synthetic
R20-202502-B,区域20,2025-02,试点业务,21,万元,合并经营收入,synthetic
R20-202503-A,区域20,2025-03,核心业务,238,万元,合并经营收入,synthetic
R20-202503-B,区域20,2025-03,试点业务,21,万元,合并经营收入,synthetic
R20-202504-A,区域20,2025-04,核心业务,242,万元,合并经营收入,synthetic
R20-202504-B,区域20,2025-04,试点业务,21,万元,合并经营收入,synthetic
R20-202505-A,区域20,2025-05,核心业务,245,万元,合并经营收入,synthetic
R20-202505-B,区域20,2025-05,试点业务,22,万元,合并经营收入,synthetic
R20-202506-A,区域20,2025-06,核心业务,249,万元,合并经营收入,synthetic
R20-202506-B,区域20,2025-06,试点业务,22,万元,合并经营收入,synthetic
R20-202507-A,区域20,2025-07,核心业务,252,万元,合并经营收入,synthetic
R20-202507-B,区域20,2025-07,试点业务,22,万元,合并经营收入,synthetic
R20-202508-A,区域20,2025-08,核心业务,255,万元,合并经营收入,synthetic
R20-202508-B,区域20,2025-08,试点业务,22,万元,合并经营收入,synthetic
R20-202509-A,区域20,2025-09,核心业务,259,万元,合并经营收入,synthetic
R20-202509-B,区域20,2025-09,试点业务,23,万元,合并经营收入,synthetic
R20-202510-A,区域20,2025-10,核心业务,262,万元,合并经营收入,synthetic
R20-202510-B,区域20,2025-10,试点业务,23,万元,合并经营收入,synthetic
R20-202511-A,区域20,2025-11,核心业务,266,万元,合并经营收入,synthetic
R20-202511-B,区域20,2025-11,试点业务,23,万元,合并经营收入,synthetic
R20-202512-A,区域20,2025-12,核心业务,269,万元,合并经营收入,synthetic
R20-202512-B,区域20,2025-12,试点业务,24,万元,合并经营收入,synthetic
R21-202401-A,区域21,2024-01,核心业务,210,万元,合并经营收入,synthetic
R21-202401-B,区域21,2024-01,试点业务,17,万元,合并经营收入,synthetic
R21-202402-A,区域21,2024-02,核心业务,213,万元,合并经营收入,synthetic
R21-202402-B,区域21,2024-02,试点业务,17,万元,合并经营收入,synthetic
R21-202403-A,区域21,2024-03,核心业务,216,万元,合并经营收入,synthetic
R21-202403-B,区域21,2024-03,试点业务,17,万元,合并经营收入,synthetic
R21-202404-A,区域21,2024-04,核心业务,219,万元,合并经营收入,synthetic
R21-202404-B,区域21,2024-04,试点业务,18,万元,合并经营收入,synthetic
R21-202405-A,区域21,2024-05,核心业务,222,万元,合并经营收入,synthetic
R21-202405-B,区域21,2024-05,试点业务,18,万元,合并经营收入,synthetic
R21-202406-A,区域21,2024-06,核心业务,225,万元,合并经营收入,synthetic
R21-202406-B,区域21,2024-06,试点业务,18,万元,合并经营收入,synthetic
R21-202407-A,区域21,2024-07,核心业务,228,万元,合并经营收入,synthetic
R21-202407-B,区域21,2024-07,试点业务,18,万元,合并经营收入,synthetic
R21-202408-A,区域21,2024-08,核心业务,231,万元,合并经营收入,synthetic
R21-202408-B,区域21,2024-08,试点业务,18,万元,合并经营收入,synthetic
R21-202409-A,区域21,2024-09,核心业务,234,万元,合并经营收入,synthetic
R21-202409-B,区域21,2024-09,试点业务,19,万元,合并经营收入,synthetic
R21-202410-A,区域21,2024-10,核心业务,237,万元,合并经营收入,synthetic
R21-202410-B,区域21,2024-10,试点业务,19,万元,合并经营收入,synthetic
R21-202411-A,区域21,2024-11,核心业务,240,万元,合并经营收入,synthetic
R21-202411-B,区域21,2024-11,试点业务,19,万元,合并经营收入,synthetic
R21-202412-A,区域21,2024-12,核心业务,243,万元,合并经营收入,synthetic
R21-202412-B,区域21,2024-12,试点业务,19,万元,合并经营收入,synthetic
R21-202501-A,区域21,2025-01,核心业务,195,万元,合并经营收入,synthetic
R21-202501-B,区域21,2025-01,试点业务,21,万元,合并经营收入,synthetic
R21-202502-A,区域21,2025-02,核心业务,198,万元,合并经营收入,synthetic
R21-202502-B,区域21,2025-02,试点业务,21,万元,合并经营收入,synthetic
R21-202503-A,区域21,2025-03,核心业务,201,万元,合并经营收入,synthetic
R21-202503-B,区域21,2025-03,试点业务,22,万元,合并经营收入,synthetic
R21-202504-A,区域21,2025-04,核心业务,204,万元,合并经营收入,synthetic
R21-202504-B,区域21,2025-04,试点业务,22,万元,合并经营收入,synthetic
R21-202505-A,区域21,2025-05,核心业务,206,万元,合并经营收入,synthetic
R21-202505-B,区域21,2025-05,试点业务,22,万元,合并经营收入,synthetic
R21-202506-A,区域21,2025-06,核心业务,209,万元,合并经营收入,synthetic
R21-202506-B,区域21,2025-06,试点业务,23,万元,合并经营收入,synthetic
R21-202507-A,区域21,2025-07,核心业务,212,万元,合并经营收入,synthetic
R21-202507-B,区域21,2025-07,试点业务,23,万元,合并经营收入,synthetic
R21-202508-A,区域21,2025-08,核心业务,215,万元,合并经营收入,synthetic
R21-202508-B,区域21,2025-08,试点业务,23,万元,合并经营收入,synthetic
R21-202509-A,区域21,2025-09,核心业务,218,万元,合并经营收入,synthetic
R21-202509-B,区域21,2025-09,试点业务,23,万元,合并经营收入,synthetic
R21-202510-A,区域21,2025-10,核心业务,220,万元,合并经营收入,synthetic
R21-202510-B,区域21,2025-10,试点业务,24,万元,合并经营收入,synthetic
R21-202511-A,区域21,2025-11,核心业务,223,万元,合并经营收入,synthetic
R21-202511-B,区域21,2025-11,试点业务,24,万元,合并经营收入,synthetic
R21-202512-A,区域21,2025-12,核心业务,226,万元,合并经营收入,synthetic
R21-202512-B,区域21,2025-12,试点业务,24,万元,合并经营收入,synthetic
R22-202401-A,区域22,2024-01,核心业务,217,万元,合并经营收入,synthetic
R22-202401-B,区域22,2024-01,试点业务,17,万元,合并经营收入,synthetic
R22-202402-A,区域22,2024-02,核心业务,220,万元,合并经营收入,synthetic
R22-202402-B,区域22,2024-02,试点业务,18,万元,合并经营收入,synthetic
R22-202403-A,区域22,2024-03,核心业务,223,万元,合并经营收入,synthetic
R22-202403-B,区域22,2024-03,试点业务,18,万元,合并经营收入,synthetic
R22-202404-A,区域22,2024-04,核心业务,226,万元,合并经营收入,synthetic
R22-202404-B,区域22,2024-04,试点业务,18,万元,合并经营收入,synthetic
R22-202405-A,区域22,2024-05,核心业务,229,万元,合并经营收入,synthetic
R22-202405-B,区域22,2024-05,试点业务,18,万元,合并经营收入,synthetic
R22-202406-A,区域22,2024-06,核心业务,232,万元,合并经营收入,synthetic
R22-202406-B,区域22,2024-06,试点业务,19,万元,合并经营收入,synthetic
R22-202407-A,区域22,2024-07,核心业务,235,万元,合并经营收入,synthetic
R22-202407-B,区域22,2024-07,试点业务,19,万元,合并经营收入,synthetic
R22-202408-A,区域22,2024-08,核心业务,238,万元,合并经营收入,synthetic
R22-202408-B,区域22,2024-08,试点业务,19,万元,合并经营收入,synthetic
R22-202409-A,区域22,2024-09,核心业务,241,万元,合并经营收入,synthetic
R22-202409-B,区域22,2024-09,试点业务,19,万元,合并经营收入,synthetic
R22-202410-A,区域22,2024-10,核心业务,244,万元,合并经营收入,synthetic
R22-202410-B,区域22,2024-10,试点业务,20,万元,合并经营收入,synthetic
R22-202411-A,区域22,2024-11,核心业务,247,万元,合并经营收入,synthetic
R22-202411-B,区域22,2024-11,试点业务,20,万元,合并经营收入,synthetic
R22-202412-A,区域22,2024-12,核心业务,250,万元,合并经营收入,synthetic
R22-202412-B,区域22,2024-12,试点业务,20,万元,合并经营收入,synthetic
R22-202501-A,区域22,2025-01,核心业务,209,万元,合并经营收入,synthetic
R22-202501-B,区域22,2025-01,试点业务,22,万元,合并经营收入,synthetic
R22-202502-A,区域22,2025-02,核心业务,212,万元,合并经营收入,synthetic
R22-202502-B,区域22,2025-02,试点业务,22,万元,合并经营收入,synthetic
R22-202503-A,区域22,2025-03,核心业务,215,万元,合并经营收入,synthetic
R22-202503-B,区域22,2025-03,试点业务,22,万元,合并经营收入,synthetic
R22-202504-A,区域22,2025-04,核心业务,218,万元,合并经营收入,synthetic
R22-202504-B,区域22,2025-04,试点业务,23,万元,合并经营收入,synthetic
R22-202505-A,区域22,2025-05,核心业务,221,万元,合并经营收入,synthetic
R22-202505-B,区域22,2025-05,试点业务,23,万元,合并经营收入,synthetic
R22-202506-A,区域22,2025-06,核心业务,224,万元,合并经营收入,synthetic
R22-202506-B,区域22,2025-06,试点业务,23,万元,合并经营收入,synthetic
R22-202507-A,区域22,2025-07,核心业务,227,万元,合并经营收入,synthetic
R22-202507-B,区域22,2025-07,试点业务,24,万元,合并经营收入,synthetic
R22-202508-A,区域22,2025-08,核心业务,230,万元,合并经营收入,synthetic
R22-202508-B,区域22,2025-08,试点业务,24,万元,合并经营收入,synthetic
R22-202509-A,区域22,2025-09,核心业务,233,万元,合并经营收入,synthetic
R22-202509-B,区域22,2025-09,试点业务,24,万元,合并经营收入,synthetic
R22-202510-A,区域22,2025-10,核心业务,235,万元,合并经营收入,synthetic
R22-202510-B,区域22,2025-10,试点业务,24,万元,合并经营收入,synthetic
R22-202511-A,区域22,2025-11,核心业务,238,万元,合并经营收入,synthetic
R22-202511-B,区域22,2025-11,试点业务,25,万元,合并经营收入,synthetic
R22-202512-A,区域22,2025-12,核心业务,241,万元,合并经营收入,synthetic
R22-202512-B,区域22,2025-12,试点业务,25,万元,合并经营收入,synthetic
R23-202401-A,区域23,2024-01,核心业务,224,万元,合并经营收入,synthetic
R23-202401-B,区域23,2024-01,试点业务,18,万元,合并经营收入,synthetic
R23-202402-A,区域23,2024-02,核心业务,227,万元,合并经营收入,synthetic
R23-202402-B,区域23,2024-02,试点业务,18,万元,合并经营收入,synthetic
R23-202403-A,区域23,2024-03,核心业务,230,万元,合并经营收入,synthetic
R23-202403-B,区域23,2024-03,试点业务,18,万元,合并经营收入,synthetic
R23-202404-A,区域23,2024-04,核心业务,233,万元,合并经营收入,synthetic
R23-202404-B,区域23,2024-04,试点业务,19,万元,合并经营收入,synthetic
R23-202405-A,区域23,2024-05,核心业务,236,万元,合并经营收入,synthetic
R23-202405-B,区域23,2024-05,试点业务,19,万元,合并经营收入,synthetic
R23-202406-A,区域23,2024-06,核心业务,239,万元,合并经营收入,synthetic
R23-202406-B,区域23,2024-06,试点业务,19,万元,合并经营收入,synthetic
R23-202407-A,区域23,2024-07,核心业务,242,万元,合并经营收入,synthetic
R23-202407-B,区域23,2024-07,试点业务,19,万元,合并经营收入,synthetic
R23-202408-A,区域23,2024-08,核心业务,245,万元,合并经营收入,synthetic
R23-202408-B,区域23,2024-08,试点业务,20,万元,合并经营收入,synthetic
R23-202409-A,区域23,2024-09,核心业务,248,万元,合并经营收入,synthetic
